keyword,page,position,id,type,name,brand,averageRating,manufacturerName,shortDescription,thumbnailUrl,price,currencyUnit
earbud,3,33,22GZPVUPI2HJ,Headphones,"LG HBS-XL7 Neckband Wireless In-Ear Earbuds, Navy Blue",LG,4.2,,"LG One The Most Exclusive Colors LG HBS XL7 LG TONE Flex Wireless Bluetooth Stereo Neckband Earbuds HBS-XL7 - 32-Bit Hi-Fi DAC, Meridian Audio,with Google assistant
Note : If the size of the earbud tips does not match the size of your ear canals or the headset is not worn properly in your ears, you may not obtain the correct sound qualities or call performance. Change the earbud tips to ones that fit more snugly in your ear
Bluetooth wireless headset delivers professional-quality audio and unbeatable convenience with a flexible design. Wear this premium headset everywhere and use built-in AI to aid and elevate your workday productivity
Get quality sound that lasts for hours—32-Bit hi-fi DAC upscale audio files to a higher resolution without compromising battery endurance.* Meridian Audio provides an enhanced listening experience in almost any environment
Multi-layer construction produces greater clarity in both high and low ranges for accurate treble, and rich, deep bass for balanced sound. Dual microphones pick up your voice for hands-free conversations, even in noisy environments
Compatible with: Android & iOS Tablets & Smartphone iPhone 14,13,12,11,X,XS,Maxx,XR,8,7,6,5,SE,+ Plus,Pro,iPad Air,Mini,Galaxy S6,S7,S8,S9,S10,S20,S21,S22,Note5,Note8,Note9,Note20,Fold,Google Pixel,1,2,3,4,5,6,7,XL,C,LG G2,G3,G4,G5,G6,G7",https://i5.walmartimages.com/seo/LG-Tone-Flex-Wireless-Bluetooth-Stereo-Neckband-Earbuds-HBS-XL7-32-Bit-Hi-Fi-DAC-Meridian-Audio-Google-Assistant-Navy-Blue_5799625b-e42b-4f56-a419-190d73df667b.d8e84b5cbdf85fe76fb4726e59012600.jpeg,149,USD
earbud,3,32,548AE3I7DYMI,Headphones,"Raycon Fitness Bluetooth True Wireless Earbuds with Built in Mic 56 Hours of Battery, IPX7 Waterproof, Active Noise Cancellation, Awareness Mode, and Bluetooth 5.3 (Green)",Raycon,,,"Green - Raycon The Fitness - In-Ear Bluetooth Wireless Earbuds with Built-In Mic feature enhanced fit fins for an even more comfortable and secure fit. Add to that 3 Sound Profiles, 54 hours of play time, and a waterproof design and you'll have a fitness partner that will keep you driving through your whole workout. These earbuds also sport TWS True Wireless Stereo technology to provide a significantly better overall sound quality and a better connection. And TWS means that both earbuds can be used independently or they can be used together. Use these waterproof and comfortable Fitness earbuds and feel free to dance in the rain or work up a sweat while keeping focused and feeling powerful through every single rep.",https://i5.walmartimages.com/seo/Raycon-Fitness-Bluetooth-True-Wireless-Earbuds-Built-Mic-56-Hours-Battery-IPX7-Waterproof-Active-Noise-Cancellation-Awareness-Mode-5-3-Green_8fd51c28-a5b3-473c-94b3-95fb1beece07.21f5c4a08be96ca530b1cc866d260f3f.png,119.99,USD
earbud,3,31,5O00HSINWRR6,Headphones,Samsung Galaxy Buds 2 PRO True Wireless Earbud Headphones SM-R510 (Graphite),Samsung,4.4,,"Reduce unwanted noise with Galaxy Buds2 Pro; They use Intelligent Active Noise Cancellation to quiet even the loudest outside sounds; Tune in to what matters most without being bothered by distracting sounds around you.
Studio quality sound isn’t just for the pros; Feel every note like you’re there with Galaxy Buds2 Pro and get a next-level listening experience, whether you’re rocking out to your playlist or staying informed with a podcast.
Amplify what you like; Minimize what you don’t; Enhanced 360-degree audio** brings out the tones you love from every angle for a personalized surround sound experience every time you pop them in
Pop them in and forget they’re there; Galaxy Buds2 Pro are earbuds designed to be even more comfortable than before and fit securely no matter what you’re doing; Whether for your work or workout, make all your moves comfortably.
Turn every call into a high definition chat; HD Voice Technology separates your voice from surrounding noise, so you come in crystal clear even with the hustle and bustle around you.
Keep the conversation going without taking out your earbuds; When your voice is detected, Intelligent Conversation Mode turns off Active Noise Cancellation, turns down the volume and puts your Buds in Ambient Mode.
Water won’t ruin your workout; Your IPX7 water-resistant Galaxy Buds2 Pro can keep the beat going even with a little rain; They’re protected for immersion up to 3 feet deep for a half-hour.",https://i5.walmartimages.com/seo/Samsung-Galaxy-Buds-2-PRO-True-Wireless-Earbud-Headphones-SM-R510-Graphite_033ae2ac-3e95-4a97-867e-44e3534f86ce.3bd9b4447a73634e6ba97dea366423c9.jpeg,105.39,USD
earbud,3,30,2FVWJUX34H6E,Headphones,"GLUAAE Bluetooth Headphones, Best Wireless Sports Earphones w/Mic IPX7 Waterproof HD Stereo Sweatproof in-Ear Earbuds Gym Running Workout 8 Hour Battery Noise Cancelling Headsets",GLUAAE,4.7,,"<b>- BLUETOOTH HEADPHONE IN TERMS OF SOUND OF QUALITY &amp; MUCH MORE</b><br><br>The Superb Sound is due to Bluetooth V4.1+EDR Most Updated Technology. Specially Designed Headsets to Match Active Lifestyle. <br><br>Unique Ear Fit design with Special In-Ear material Enables you to Perform all Active sports, indoor and Outdoor. Great for Running. <br>
<br>Special Sweat Resistance is Exactly What You Have Been Looking For in Stereo Headsets! <br>
<br>Compatible with iPhone XR XS MAX X 8 7 6S 6 plus, LG G5 G4 G3, Samsung Galaxy S10 S9 S7 S6, Huawei, iPad, Bluetooth-enabled Tablets etc; the Wireless Range up to 10 meters.  <br>Pairs up in Seconds to Create Seamless Connectivity. Powered by Cutting-Edge Charge Technology Allowing Up to 8 Hours Music Time. Blisteringly Fast Charging Time of Just 2 Hours. <br><br><b>GLUAAE Headphones are a premium product with a number of key benefits: </b><br><br>- Operating Distance of up to 30ft in Open Space and up to 10ft in Inner Space. <br><br>- Best Noise-Isolating! Unmatched by any other Bluetooth Headphones. <br><br>- Intuitive User Interface Allows a Full Music Control From Headset. <br><br>- Thanks to the Top-Notch Microphone You Would Sound Great While Talking By Phone. <br><br>- Sleek Design that Takes Aesthetics to a Whole New Level. <br><br>- Quality Build that Guarantees Longevity and Service. <br><br><b>Don't Settle for Just any Headset with Microphone ! Choose the Best! Clicking ""Add to Cart"" Now! You Have Absolutely Nothing to Lose. </b><br>",https://i5.walmartimages.com/seo/RNKR-Bluetooth-Headphones-Best-Wireless-Sports-Earphones-w-Mic-IPX7-Waterproof-HD-Stereo-Sweatproof-in-Ear-Earbuds-Gym-Running-Workout-8-Hour-Battery_0c2c37c2-1a48-4933-9c49-d66d8559a597.5c28d6e1b009f5df6bd0fdb9ce62af9a.jpeg,12.99,USD
earbud,3,29,2103ES4JSAR5,Headphones,"JVC Generation Casual Listening Noise-Isolating In-Ear Earbuds Black, HAFX7BN",JVC,4.5,,JVC Gumy Plus In ear Headphones - Black,https://i5.walmartimages.com/seo/JVC-Gumy-Plus-Earbuds-Ear-Headphones-HA-FX7BN-Powerful-Bass-Sound-Comfortable-Secure-Fit-Comes-S-M-L-Silicone-Pieces-3-3-ft-Cord-Black_44efa013-b7ab-4be8-bcad-274a585c4c11.f50d830730e0611ff3b1177d5f90d591.jpeg,8.96,USD
earbud,3,28,1J4J8WLCCWRS,Headphones,"Samsung Galaxy Buds3 Pro Bluetooth Earbuds with Charging Case, White",Samsung,4.3,,"Refreshed look. Revolutionary sound. Meet the new shape of sound — Galaxy Buds3 Pro — now completely redesigned with improved hardware to bring you deeper into your audio than ever before.* With Galaxy AI,* your Buds create the best listening experience by optimizing sound based on your surroundings and how you wear them — while providing a snug fit for all-day comfort, no matter what you do. Buds3 Pro get how much you love your audio. From jamming while cooking to listening to your favorite show on a crowded subway to taking a work call, your Buds will adjust to the different sounds around you using Adaptive Active Noise Cancellation so you always hear what’s important. Plus, they’re packed with features to create a convenient listening experience — from auto-switching* your audio between your Galaxy phone and your Galaxy PC to immersing you in the latest TV shows with 360 Audio, now available on Samsung TVs.* And it doesn’t stop there — Buds make perfect companions for your Galaxy phone as you travel. Real-Time Interpreter with Galaxy AI* allows you to speak like a local as your phone translates speech right in your Buds so you never miss a word from your local tour guide. No matter what you listen to or how you listen, we’ve redesigned our Buds to give you the most immersive audio experience with Galaxy Buds3 Pro.",https://i5.walmartimages.com/seo/Samsung-Galaxy-Buds3-Pro-Bluetooth-Earbuds-with-Charging-Case-White_4ed25138-da2d-47a5-9c7b-01eafd527ff4.095d6f921ba7ffdd7498e4093bb5dbbf.jpeg,153.72,USD
earbud,3,27,0TOXS6L3UARD,Headphones,"MUSICOZY Sleep Earbuds Bluetooth Sports Headphone, Wireless Music Sleeping Headphones Noise-Canceling Earbuds Mini Sleepbuds Bluetooth 5.3 Hidden Headphones for Side Sleepers/Work,Nude",MUSICOZY,4.2,,"<p><b><i>MUSICOZY Sleep Earbuds Bluetooth Sports Headphone, Wireless Music Sleeping Headphones Noise-Canceling Earbuds Mini Sleepbuds Bluetooth 5.3 Hidden Headphones for Side Sleepers/Work,Nude</i></b><br></p>
<p><video width=""100%"" height=""auto"" poster=""https://res.cloudinary.com/dzpi77zta/image/upload/v1699003060/1_biq6qy.jpg""><source src=""#"" type=""video/mp4""> </video></p>
<p><video width=""100%"" height=""auto"" poster=""https://res.cloudinary.com/dzpi77zta/image/upload/v1699003094/2_gvl43v.jpg""><source src=""#"" type=""video/mp4""> </video></p>
<p><video width=""100%"" height=""auto"" poster=""https://res.cloudinary.com/dzpi77zta/image/upload/v1699003106/3_tiplyt.jpg""><source src=""#"" type=""video/mp4""> </video></p>
<p>With the latest BLE5.3 Bluetooth chip, lower power consumption, the headset can listen to 6 hours (50% volume) at a time, with a convenient charging cabin, the battery life is up to 24 hours, you can also cooperate with the APP to enter the sleep mode,
    the headset effectively lasts up to 10 hours, with the APP private customized sleep music, avoid disturbing want to sleep and sleep, so that you can sleep until you wake up naturally.</p>
<p>MUSICOZY enters deep sleep with you, hidden wear, wireless binding, move if you want, close to the ear canal, no matter how large the amplitude, it is still stable and insensitive wear, how you want to sleep, how you sleep!</p>
<p>Wireless Communication Technology:Bluetooth<br></p>
<p>Special Feature<span style=""color: rgb(51, 51, 51); font-size: 16px;"">:</span>Invisible Earbuds</p>
<p>Included Components<span style=""color: rgb(51, 51, 51); font-size: 16px;"">:</span>Invisible Earbuds</p>
<p>Material:Plastic</p>
<p>Specific Uses For Product<span style=""color: rgb(51, 51, 51); font-size: 16px;"">:</span>Music,Sport</p>
<p>Headphones Jack<span style=""color: rgb(51, 51, 51); font-size: 16px;"">:</span>Smallest Earbuds</p>
<p>Charging Time<span style=""color: rgb(51, 51, 51); font-size: 16px;"">:</span>1 Hour</p>
<p>Theme<span style=""color: rgb(51, 51, 51); font-size: 16px;"">:</span>Smallest Earbuds</p>
<p>Control Type<span style=""color: rgb(51, 51, 51); font-size: 16px;"">:</span>Media Control</p>
<p>Microphone Form Factor<span style=""color: rgb(51, 51, 51); font-size: 16px;"">:</span>Built-In</p>
<p>Cable Feature<span style=""color: rgb(51, 51, 51); font-size: 16px;"">:</span>Without Cable</p>
<p>Item Weight<span style=""color: rgb(51, 51, 51); font-size: 16px;"">:</span>31.7 Grams</p>
<p>Unit Count<span style=""color: rgb(51, 51, 51); font-size: 16px;"">:</span>1 Count</p>
<p>Style<span style=""color: rgb(51, 51, 51); font-size: 16px;"">:</span>Invisible Earbuds</p>
<p>Control Method<span style=""color: rgb(51, 51, 51); font-size: 16px;"">:</span>Touch</p>
<p>Battery Life<span style=""color: rgb(51, 51, 51); font-size: 16px;"">:</span>20 Hours</p>
<p></p>
<p>What's in the box<span style=""color: rgb(51, 51, 51); font-size: 16px;"">:</span></p>
<p>Sleep Earbuds*1</p>
<p>Charging Station*1</p>
<p>Cable*1</p>
<p>User Manual*1</p>",https://i5.walmartimages.com/seo/MUSICOZY-Sleep-Earbuds-Bluetooth-Sports-Headphone-Wireless-Music-Sleeping-Headphones-Noise-Canceling-Mini-Sleepbuds-5-3-Hidden-Side-Sleepers-Work-Nud_2736b8d1-e5e6-4b87-9ed4-0aafa92ca3fd.05c736591eb5d864daa161e4d8e18c5d.jpeg,22.99,USD
earbud,3,26,5HWBQNVWEE4I,Headphones,"Baseus MA10 Active Noise Cancelling Wireless Earbuds,140H Playtime, IPX6 Waterproof, 4 ENC Mics, Bluetooth 5.3 Ear Buds",Baseus,4.1,,"Durable perfect design to fit your active life. Baseus MA10 true wireless active earbuds are always geared up and ready to go. With 8 hours of battery life and IPX6 waterproof dustproof design, they keep you rocking with Baseus  Pure Bass and all-day comfort. The sturdy superior fit lets you stay active from the beach to the boardroom with better sealing and stability. Baseus MA10 noise cancelling earbuds are equipped with 4 microphones and a custom AI algorithm to effectively pick up voice, making every word in the call clear. On top of this, they deliver 140 hours of total playtime with the charging case and 8 hours of use on a single charge. Personalize your music experience to suit your taste and your surroundings, with 22 EQ presets or switch to your custom profile— all in one place with the Baseus app.",https://i5.walmartimages.com/seo/Baseus-MA10-Wireless-Earbuds-Active-Noise-Cancelling-Earbuds-140H-Playtime-Bluetooth-Headphones_6313c77c-55c0-4eec-ba7e-4b0a84f09407.dfc05c6c22ebcde42b50dc2d61668e02.jpeg,22.49,USD
earbud,3,25,2YRVM3RZ6LEG,Headphones,"Soundcore A30i by Anker, Noise Cancelling Earbuds, Lipstick-Shaped Stylish Design, Tiny",Soundcore,4.2,,"1. Advanced noise cancelling system blocks out up to 46dB of noise. Adaptive algorithms let A30i detect external sound and automatically select a suitable level of noise cancelling. 
2. Pocket-sized and showing off a lipstick-inspired silhouette, the A30i features a slide-to-open magnetic mechanism for your convenience.",https://i5.walmartimages.com/seo/Soundcore-A30i-Anker-Noise-Cancelling-Earbuds-Lipstick-Shaped-Stylish-Design-Tiny-Lightweight-Comfort-Smart-Cancelling-Clear-Sound-24H-Playtime-IP54_e8a8c8ed-69c6-4f5f-b19d-5aa1375cfda3.926809bce14da6c140bb8623e802e961.jpeg,39.99,USD
earbud,3,24,4UHRZ8D5GJXV,Headphones,"wegear USB-C Wired Sleeping Earbuds, Ultra-Thin In-Ear Headphones with Mic for Relaxation",WeGear,3.2,,"Discover comfort with Wegear WE1 USB-C Wired In-Ear Sleeping Headphones. Ultra-thin and snug, they stay secure for side sleepers. Noise-isolating design blocks distractions. Compatible with USB-C devices, they provide clear, calming sound for better sleep. Perfect for meditation, travel, or relaxation. Enjoy a premium sleep experience with high-quality audio.
Our product has undergone rigorous testing and is absolutely safe with no risks. The Prop 65 warning on the packaging is solely to comply with California regulations, which require all products to display this label. Therefore, we include it uniformly on our packaging.",https://i5.walmartimages.com/seo/wegear-WE1-USB-C-Wired-In-Ear-Sleeping-Headphones_1bd4e884-0b16-4181-8db6-a7a713fe5932.45da603b598065b77f3ab80b337429f8.jpeg,9.99,USD
earbud,3,23,0V1QAN4U81CX,Headphones,"Soundcore Sport X20 by Anker, True-Wireless Workout Earbuds, Rotatable and Extendable Ear Hooks, Noise Cancelling, Deep Bass, Black",Soundcore,4.4,,"Elevate your workout with the Soundcore Sport X20 True-Wireless Earbuds. Featuring rotatable and extendable ear hooks for a secure and comfortable fit, these earbuds deliver exceptional noise cancellation and deep bass for an immersive audio experience. Engineered with IP68 waterproof, sweatproof, and dustproof protection, they can withstand the toughest gym sessions. Enjoy up to 48 hours of playtime on a single charge, making them the perfect companion for your active lifestyle.",https://i5.walmartimages.com/seo/soundcore-Sport-X20-Anker-True-Wireless-Workout-Earbuds-Rotatable-Extendable-Ear-Hooks-Noise-Cancelling-Deep-Bass-IP68-Waterproof-Sweatproof-Dustproo_a656b9b2-30e6-4f94-928d-7c3a02465097.c37ece13a95246d00699e6382dadbae7.jpeg,63.99,USD
earbud,3,22,1BZ6ISARIWN2,Headphones,Sony LinkBuds S - True wireless earphones with mic - in-ear - Bluetooth - active noise canceling - earth blue,Sony,4.3,,Sony LinkBuds S - true wireless earphones with mic,https://i5.walmartimages.com/seo/Sony-LinkBuds-S-True-wireless-earphones-with-mic-in-ear-Bluetooth-active-noise-canceling-earth-blue_2b6c9949-493a-4fc7-8236-be5a114cb2a6.d8c0cbc8759de89657b61cfccb4f5459.jpeg,158,USD
